"ltv","gender","max_cover","count_cover","count_res","av_res","visits","portal","cardtype","experiencelevel","careerfield"
1.95,"Blank",2105,11,4,6495,2,"19","Visa","Experienced","Business"
41.75,"Blank",2191,1,3,7376,2,"3","Visa","Experienced","Administrative Support"
282.55,"Blank",4089,4,4,1813,56,"3","Mastercard","Experienced","Education and Training"
36.9,"Blank",2160,1,3,2249,2,"3","Mastercard","Student","Business"
4.9,"Blank",1900,1,6,2523,1,"3","Mastercard","Experienced","Administrative Support"
5.9,"M",2341,5,9,1616,8,"3","Visa","Experienced","Skilled Trades"
1.95,"Blank",2193,2,5,2912,5,"3","Visa","Experienced","Manufacturing and Production"
3.95,"Blank",2167,3,12,1407,1,"3","Visa","Experienced","Insurance"
1.95,"Blank",1720,1,2,754,3,"3","Visa","Experienced","Community and Public Service"
212.65,"Blank",2201,1,7,1377,22,"3","Mastercard","Manager","Retail"
1.95,"Blank",1438,1,1,4936,2,"3","Mastercard","Experienced","Nursing"
200.95,"Blank",3248,30,151,3269,125,"3","Visa","Experienced","Accounting and Finance"
1.95,"Blank",932,1,4,487,1,"3","Visa","Experienced","Administrative Support"
1.95,"Blank",1551,1,1,2387,4,"3","Mastercard","Executive","Sales"
146.15,"Blank",1470,1,1,6938,2,"20","Mastercard","Entry Level","Skilled Trades"
177.7,"Blank",2459,2,10,1561,2,"3","Mastercard","Experienced","Sales"
1.95,"Blank",1204,1,2,956,2,"3","(null)","Executive","Beauty and Spa"
2.95,"F",1710,1,9,688,1,"3","Mastercard","Experienced","Customer Service"
2.95,"Blank",2789,3,3,2120,1,"16","Visa","Experienced","Customer Service"
2.95,"Blank",2154,1,3,1308,6,"5","Visa","Experienced","Healthcare"
41.75,"Blank",2188,2,5,1239,1,"3","Visa","Student","Healthcare"
40.85,"Blank",1649,1,2,2467,3,"3","Visa","Entry Level","Nursing"
200.95,"Blank",2688,1,3,1036,2,"3","Visa","Student","Education and Training"
2.95,"F",3666,10,16,3947,14,"3","Visa","Experienced","Art, Fashion and Design"
121.35,"Blank",1354,1,2,2243,2,"3","Mastercard","Experienced","Transportation and Distribution"
2.95,"M",2186,15,3,2110,9,"6","Visa","Experienced","Management"
3.95,"Blank",2204,6,12,1346,4,"5","Visa","Entry Level","Business"
3.95,"Blank",1340,1,9,1323,1,"3","Visa","Experienced","Accounting and Finance"
41.75,"Blank",2069,3,3,2626,4,"3","American Express","Entry Level","Real Estate"
2.95,"Blank",1391,1,4,2244,5,"16","Visa","Student","Customer Service"
76.7,"F",2175,3,10,3432,6,"3","Visa","Entry Level","Human Resources"
1.95,"Blank",1056,1,1,2707,1,"3","Visa","Experienced","Fitness and Recreation"
246.6,"Blank",1806,1,1,1642,5,"3","Mastercard","Manager","Healthcare"
1.95,"Blank",1678,1,1,3836,8,"3","Visa","Entry Level","Education and Training"
2.95,"Blank",2187,8,12,1357,14,"3","Mastercard","Experienced","Customer Service"
4.9,"Blank",3239,7,3,751,1,"3","Visa","Experienced","Administrative Support"
317.5,"Blank",2195,4,3,2118,8,"3","Mastercard","Experienced","Healthcare"
104.85,"F",1187,4,4,4229,1,"3","Mastercard","Experienced","Food and Beverage"
104.85,"Blank",2208,23,116,4152,34,"3","Mastercard","Executive","Education and Training"
2.95,"Blank",2820,3,6,1726,3,"3","Mastercard","Manager","Military"
142.75,"Blank",1507,1,7,1689,6,"3","Visa","Manager","Sales"
41.75,"Blank",2192,1,9,1039,6,"3","Visa","Experienced","Nursing"
5.9,"Blank",2350,1,3,3205,3,"3","Mastercard","Experienced","Personal Services"
1.95,"Blank",2192,1,4,814,3,"3","Visa","Entry Level","Marketing, Advertising and PR"
1.95,"Blank",2185,1,1,3023,2,"3","Visa","Experienced","Customer Service"
4.9,"Blank",1594,1,3,672,14,"3","Visa","Experienced","Beauty and Spa"
200.95,"Blank",1746,1,2,1161,1,"3","Visa","Entry Level","Dental"
98.35,"F",2190,8,126,2325,178,"3","Mastercard","Experienced","Computers and Technology"
44.9,"Blank",1064,1,69,1638,45,"3","Visa","Entry Level","Food and Beverage"
1.95,"Blank",1871,1,4,543,3,"9","Mastercard","Entry Level","Travel and Hospitality"
41.75,"M",2199,3,3,4048,6,"3","Mastercard","Experienced","Human Resources"
139.8,"F",1689,5,3,419,40,"7","Visa","Experienced","Healthcare"
8.59,"Blank",2177,5,3,2881,14,"3","Visa","Experienced","Administrative Support"
37.9,"Blank",6730,10,50,2747,10,"3","Visa","Experienced","Nursing"
2.95,"Blank",1560,1,1,7276,1,"16","Mastercard","Entry Level","Dental"
200.95,"Blank",1310,2,3,910,3,"3","Discover","Student","Accounting and Finance"
1.95,"Blank",1627,1,2,2326,11,"3","Visa","Student","Healthcare"
37.9,"Blank",2160,1,2,1489,3,"18","Visa","Manager","Installation and Maintenance"
37.9,"F",1741,3,4,2656,1,"3","Visa","Experienced","Skilled Trades"
5.64,"Blank",1594,5,3,3244,8,"3","Visa","Experienced","Nursing"
38.9,"F",2807,3,7,2546,7,"3","Visa","Entry Level","Pharmacy"
41.75,"Blank",2479,4,14,1512,1,"3","Visa","Experienced","Government"
4.9,"Blank",2042,2,3,3001,2,"3","Visa","Entry Level","Retail"
6.85,"Blank",1884,4,6,1903,5,"3","Visa","Experienced","Customer Service"
2.95,"Blank",2839,1,1,2776,1,"20","Mastercard","Experienced","Engineering"
1.95,"Blank",2197,1,3,1642,5,"7","Visa","Experienced","Healthcare"
3.95,"Blank",2178,2,5,2619,1,"16","Visa","Experienced","Skilled Trades"
74.55,"Blank",2454,4,3,2189,1,"3","Visa","Experienced","Customer Service"
1,"Blank",1006,2,9,1596,2,"3","Visa","Experienced","Installation and Maintenance"
1.95,"Blank",1620,1,1,4711,2,"3","Visa","Manager","Healthcare"
2.95,"F",2193,1,1,2117,3,"16","Visa","Experienced","Banking and Financial Services"
1.95,"Blank",2187,1,2,1194,2,"3","Visa","Student","Business"
37.9,"M",2865,5,8,2314,3,"12","Visa","Manager","Food and Beverage"
1.95,"Blank",1615,1,4,2649,4,"3","Mastercard","Manager","Management"
1.95,"Blank",2834,4,6,1869,39,"3","Visa","Manager","Psychology"
1.95,"F",1619,2,1,1199,11,"3","Visa","Experienced","Nursing"
2.95,"Blank",2052,1,5,3100,4,"3","Visa","Entry Level","Healthcare"
76.5,"Blank",2383,1,3,1890,9,"3","Mastercard","Experienced","Banking and Financial Services"
1.95,"Blank",2189,1,1,1405,3,"3","Visa","Experienced","Transportation and Distribution"
38.75,"Blank",2821,1,2,2257,2,"3","Visa","Manager","Construction"
143.75,"Blank",1806,1,5,1735,3,"3","Visa","Student","Food and Beverage"
41.75,"Blank",1639,2,1,2916,2,"3","Visa","Experienced","Healthcare"
227.7,"Blank",2671,2,4,3864,1,"3","Visa","Entry Level","Social Sciences"
1.95,"Blank",2189,1,1,7285,2,"3","Visa","Executive","Sales"
4.9,"Blank",2197,4,3,3227,6,"3","Visa","Experienced","Administrative Support"
76.8,"Blank",2971,11,7,1976,10,"3","American Express","Experienced","Food and Beverage"
121.35,"Blank",2215,1,3,1623,1,"3","Mastercard","Manager","Healthcare"
1.95,"Blank",2178,1,5,2195,7,"3","Visa","Experienced","Nursing"
107.8,"Blank",2584,2,9,1222,24,"3","Visa","Experienced","Education and Training"
248.6,"Blank",2259,4,12,2042,5,"10","American Express","Manager","Retail"
4.9,"Blank",1260,1,4,2692,5,"3","Visa","Experienced","Customer Service"
12.9,"F",1593,1,5,1817,3,"3","Visa","Manager","Sales"
95.4,"M",2666,1,10,5507,3,"11","Mastercard","Experienced","Engineering"
3.95,"Blank",1310,1,6,5034,6,"3","Visa","Experienced","Pharmacy"
37.9,"Blank",1361,3,2,56,5,"5","Visa","Executive","Customer Service"
3.95,"Blank",2221,2,2,6123,3,"3","Visa","Experienced","Healthcare"
2.95,"Blank",2267,2,7,1210,3,"3","Visa","Manager","Banking and Financial Services"
37.9,"Blank",1277,8,28,229,41,"3","Visa","Student","Installation and Maintenance"
69.9,"Blank",848,1,1,3999,4,"3","Mastercard","Entry Level","Banking and Financial Services"
37.9,"Blank",1580,1,6,1795,3,"3","Visa","Student","Art, Fashion and Design"
283.55,"Blank",2527,1,1,8765,7,"6","Mastercard","Experienced","Engineering"
37.9,"Blank",2113,2,3,2304,2,"3","Visa","Experienced","Administrative Support"
41.75,"Blank",2203,1,2,931,2,"3","Visa","Student","Food and Beverage"
2.95,"Blank",2233,1,13,7451,16,"3","Mastercard","Entry Level","Nursing"
54.75,"Blank",7407,5,7,4028,19,"3","American Express","Experienced","Government"
1.95,"Blank",0,1,9,1916,11,"3","Visa","Experienced","Transportation and Distribution"
5.9,"Blank",1355,1,4,2474,4,"3","Visa","Experienced","Childcare"
34.95,"Blank",2191,4,5,1474,6,"3","Visa","Experienced","Computers and Technology"
41.75,"Blank",1356,1,2,1436,4,"5","Visa","Experienced","Nursing"
2.95,"Blank",2209,3,1,5900,1,"16","Mastercard","Manager","Education and Training"
69.9,"Blank",1617,3,5,8471,2,"3","Visa","Manager","Education and Training"
1.95,"Blank",2189,1,1,1546,4,"3","Mastercard","Experienced","Installation and Maintenance"
2.95,"Blank",1992,1,3,3919,1,"3","Visa","Experienced","Customer Service"
1.95,"Blank",1429,1,1,2685,4,"3","Visa","Experienced","Engineering"
95.4,"Blank",2191,7,8,753,14,"3","Visa","Entry Level","Science"
125.5,"M",1742,1,2,10,1,"3","Visa","Experienced","Administrative Support"
41.7,"Blank",1460,1,2,5830,9,"17","Mastercard","Executive","Military"
93.75,"Blank",1452,2,2,3533,6,"13","Visa","Manager","Management"
1.95,"Blank",2068,2,1,2248,5,"3","Visa","Entry Level","Library"
195.7,"Blank",1038,1,2,2304,6,"3","Mastercard","Entry Level","Community and Public Service"
37.9,"Blank",2183,4,2,3734,13,"3","Visa","Manager","Healthcare"
200.95,"Blank",2034,1,5,1202,3,"3","Visa","Entry Level","Installation and Maintenance"
2.95,"Blank",1534,3,15,618,1,"23","Visa","Entry Level","Retail"
1.95,"Blank",2213,1,3,159,1,"3","Mastercard","Experienced","Banking and Financial Services"
1.95,"Blank",1474,1,1,2878,2,"3","Mastercard","Entry Level","Law Enforcement and Security"
2.95,"Blank",2112,3,3,2227,4,"10","Visa","Experienced","Retail"
1.95,"Blank",1904,2,6,3203,8,"5","Visa","Entry Level","Community and Public Service"
2.95,"F",3220,2,3,2917,2,"3","Mastercard","Experienced","Banking and Financial Services"
44.7,"Blank",1581,1,3,1780,1,"3","Visa","Experienced","Customer Service"
1.95,"Blank",1544,1,3,1313,2,"3","Visa","Experienced","Food and Beverage"
4.9,"Blank",2833,4,3,3074,2,"3","Visa","Experienced","Management"
1.95,"Blank",2204,1,1,1566,5,"3","Visa","Entry Level","Customer Service"
41.75,"Blank",1366,1,1,3042,3,"3","Mastercard","Student","Customer Service"
1.95,"Blank",1901,1,6,2726,4,"16","Visa","Entry Level","Healthcare"
1.95,"Blank",1431,1,8,348,10,"3","Mastercard","Experienced","Sales"
2.95,"Blank",2393,1,1,1744,4,"16","Visa","Experienced","Social Sciences"
13.8,"Blank",1472,1,4,2359,8,"3","Visa","Experienced","Education and Training"
87.8,"F",3029,7,8,3800,8,"12","Mastercard","Entry Level","Manufacturing and Production"
37.9,"M",1589,9,7,1369,31,"3","Visa","Experienced","Healthcare"
73.8,"Blank",1422,1,2,1004,21,"3","Visa","Manager","Sales"
1,"Blank",2238,1,5,825,3,"13","Visa","Experienced","Sales"
1.95,"F",2316,8,5,1767,1,"3","Mastercard","Experienced","Education and Training"
1.95,"Blank",1710,1,1,4181,5,"3","Visa","Manager","Real Estate"
41.75,"M",2195,6,9,1820,15,"3","Visa","Entry Level","Entertainment and Media"
201.95,"Blank",2297,1,3,4429,2,"8","Visa","Experienced","Healthcare"
3.9,"Blank",2247,3,9,1832,3,"3","Mastercard","Experienced","Customer Service"
280.55,"Blank",2878,1,1,5902,3,"3","Visa","Manager","Education and Training"
38.9,"Blank",2429,2,3,1138,1,"16","Mastercard","Experienced","Customer Service"
40.7,"Blank",2125,1,3,3708,4,"3","Visa","Experienced","Nursing"
122.35,"Blank",1716,1,8,570,3,"3","Visa","Entry Level","Administrative Support"
2.95,"Blank",2651,3,3,2604,4,"16","Visa","Experienced","Sales"
7.9,"Blank",2383,5,6,3036,109,"16","Visa","Experienced","Engineering"
1,"Blank",2191,3,4,3726,1,"3","Visa","Experienced","Childcare"
4.9,"Blank",1507,1,2,2832,5,"8","Mastercard","Experienced","Fitness and Recreation"
76.5,"Blank",2846,2,8,1373,1,"3","Visa","Experienced","Transportation and Distribution"
37.25,"Blank",1530,2,5,3103,12,"3","Visa","Manager","Healthcare"
34.95,"Blank",781,1,4,6321,1,"3","Visa","Entry Level","Manufacturing and Production"
1.95,"Blank",2188,1,1,3939,1,"3","Visa","Student","Community and Public Service"
2.95,"Blank",2079,1,6,590,1,"3","Visa","Experienced","Manufacturing and Production"
41.75,"Blank",1591,2,5,1581,1,"3","Mastercard","Experienced","Management"
41.75,"Blank",3027,1,3,1177,1,"3","Visa","Entry Level","Transportation and Distribution"
0,"Blank",3250,8,10,2697,2,"3","Mastercard","Experienced","Nursing"
2.95,"Blank",1498,1,3,4208,2,"3","Mastercard","Experienced","Accounting and Finance"
2.95,"Blank",2841,1,4,2391,3,"3","Visa","Experienced","Transportation and Distribution"
1.95,"Blank",2182,4,1,2952,3,"3","Visa","Experienced","Education and Training"
111.75,"Blank",1971,2,22,3127,21,"3","Visa","Experienced","Customer Service"
152.65,"Blank",1522,1,6,1154,19,"3","Visa","Experienced","Construction"
41.75,"Blank",2189,1,2,2755,2,"9","Visa","Experienced","Food and Beverage"
44.7,"Blank",1057,1,2,2041,1,"3","Visa","Entry Level","Computers and Technology"
41.75,"Blank",2638,6,4,1206,1,"20","Discover","Experienced","Administrative Support"
41.75,"Blank",1820,5,1,4005,3,"3","Visa","Experienced","Customer Service"
1.95,"Blank",1101,1,2,578,4,"3","Visa","Experienced","Education and Training"
24.9,"Blank",1573,2,6,1769,48,"11","Visa","Student","Art, Fashion and Design"
139.8,"Blank",2316,2,3,2138,19,"3","Visa","Experienced","Nursing"
0,"F",1681,2,2,1710,43,"16","Discover","Experienced","Nursing"
715,"Blank",3417,3,6,3311,1,"3","Visa","Executive","Healthcare"
41.75,"Blank",2294,1,2,2384,20,"3","Visa","Experienced","Administrative Support"
1.95,"Blank",2194,1,1,3671,3,"3","Mastercard","Experienced","Accounting and Finance"
181.95,"Blank",2436,3,8,4710,1,"3","Visa","Experienced","Healthcare"
282.55,"Blank",2188,2,9,793,45,"3","Visa","Entry Level","Travel and Hospitality"
250.55,"Blank",1133,1,7,1122,5,"3","Visa","Experienced","Sales"
5.85,"Blank",2201,2,3,4580,16,"4","Visa","Student","Computers and Technology"
2.95,"Blank",2158,5,16,822,6,"23","Visa","Manager","Management"
174.6,"F",2208,1,8,1739,27,"3","Visa","Experienced","Nursing"
1.95,"Blank",1684,1,1,2338,1,"3","Mastercard","Entry Level","Nursing"
0.95,"Blank",2201,4,12,962,1,"3","Visa","Experienced","Nursing"
1.95,"Blank",2278,4,16,2381,1,"3","Mastercard","Experienced","Administrative Support"
1.95,"Blank",1616,1,1,0,3,"3","Visa","Manager","Retail"
3.9,"Blank",1758,2,2,2638,10,"3","Visa","Experienced","Administrative Support"
41.75,"Blank",2110,4,8,5034,4,"3","Mastercard","Executive","Art, Fashion and Design"
1.95,"Blank",1554,1,1,1802,2,"3","Visa","Experienced","Installation and Maintenance"
106.8,"Blank",1232,1,11,4243,1,"3","Visa","Experienced","Healthcare"
1.95,"Blank",1793,3,2,2566,2,"3","Visa","Experienced","Transportation and Distribution"
209.7,"Blank",1567,3,10,1717,5,"3","Mastercard","Experienced","Administrative Support"
44.7,"Blank",1174,1,2,4339,1,"3","Mastercard","Student","Accounting and Finance"
1.95,"Blank",1808,4,4,1820,8,"3","American Express","Experienced","Transportation and Distribution"
95.4,"Blank",1724,4,5,3632,2,"3","Visa","Entry Level","Healthcare"
41.75,"Blank",1406,1,2,1726,2,"3","Mastercard","Experienced","Sports"
180.65,"Blank",0,1,7,2914,9,"3","American Express","Experienced","Healthcare"
253.55,"Blank",1635,2,59,2474,153,"15","Visa","Experienced","Engineering"
1,"Blank",1484,1,4,2555,19,"3","Visa","Experienced","Customer Service"
2.95,"Blank",2838,6,1,2914,8,"14","Visa","Entry Level","Travel and Hospitality"
1.95,"Blank",2192,2,18,1028,3,"3","Visa","Experienced","Engineering"
85.5,"Blank",2198,3,4,2297,6,"3","Visa","Student","Retail"
142.75,"Blank",2014,3,7,1691,11,"3","Mastercard","Experienced","Humanities and Liberal Arts"
2.95,"Blank",2368,1,1,7380,3,"11","American Express","Executive","Community and Public Service"
1.95,"Blank",1276,3,1,2319,4,"3","Mastercard","Student","Nursing"
2.95,"Blank",2178,2,4,2159,8,"9","Mastercard","Experienced","Legal"
1.95,"Blank",1678,5,7,2199,2,"3","Mastercard","Experienced","Engineering"
1.95,"Blank",2105,1,6,1426,2,"3","Visa","Experienced","Healthcare"
1.95,"Blank",2173,1,2,1401,5,"3","Mastercard","Entry Level","Nursing"
10.48,"Blank",1289,1,3,2571,1,"3","Visa","Experienced","Healthcare"
2.95,"Blank",1301,1,3,2195,2,"3","Mastercard","Experienced","Customer Service"
8.85,"F",2183,2,5,1334,1,"3","Mastercard","Manager","Administrative Support"
34.95,"Blank",895,1,10,1312,3,"3","Visa","Experienced","Science"
2.95,"Blank",2182,2,6,3275,4,"6","Mastercard","Executive","Telecommunications and Wireless"
109.8,"Blank",2198,5,4,2049,4,"3","Visa","Experienced","Sales"
2.95,"Blank",1981,2,2,3814,1,"3","Visa","Experienced","Installation and Maintenance"
43.8,"Blank",2198,2,12,486,15,"3","Visa","Experienced","Social Sciences"
69.9,"Blank",1972,4,13,1537,5,"3","Visa","Student","Healthcare"
41.75,"Blank",2205,1,3,4319,2,"3","Visa","Experienced","Business"
41.75,"Blank",2180,1,1,1997,2,"3","Mastercard","Student","Business"
2.95,"Blank",3063,1,1,2267,2,"16","Visa","Experienced","Customer Service"
200.95,"Blank",1421,1,1,3741,24,"3","American Express","Experienced","Psychology"
1.95,"Blank",1691,4,8,2436,7,"3","Visa","Entry Level","Construction"
181.95,"Blank",2546,1,3,1564,1,"16","Mastercard","Experienced","Sales"
1.95,"Blank",1362,1,1,2254,4,"3","Mastercard","Experienced","Administrative Support"
1.95,"Blank",1608,4,7,1068,1,"19","(null)","Student","Art, Fashion and Design"
104.85,"Blank",2193,7,6,2684,16,"4","Visa","Manager","Retail"
1.95,"Blank",2076,1,1,7535,1,"3","Visa","Executive","Marketing, Advertising and PR"
174.75,"Blank",2154,1,2,5134,7,"3","Visa","Executive","Banking and Financial Services"
1.95,"Blank",1819,2,5,2849,1,"3","Visa","Student","Marketing, Advertising and PR"
2.95,"Blank",2976,1,7,1000,19,"3","Mastercard","Experienced","Installation and Maintenance"
601.05,"Blank",1622,2,4,3325,4,"10","American Express","Experienced","Healthcare"
1.95,"Blank",685,1,1,3040,2,"3","Mastercard","Executive","Engineering"
1.95,"Blank",1461,1,6,2660,6,"13","Mastercard","Experienced","Food and Beverage"
1.95,"Blank",818,1,2,2191,1,"3","Visa","Entry Level","Science"
9.95,"Blank",1557,1,6,3825,9,"3","Visa","Experienced","Skilled Trades"
76.7,"F",2322,3,5,2045,1,"13","Visa","Experienced","Beauty and Spa"
94.55,"Blank",1620,1,2,1528,6,"3","Visa","Experienced","Education and Training"
40.06,"Blank",2176,4,16,1376,8,"3","Visa","Experienced","Food and Beverage"
38.9,"Blank",2474,2,10,1379,2,"3","Visa","Entry Level","Manufacturing and Production"
146.15,"Blank",1776,1,1,2267,2,"3","Mastercard","Experienced","Law Enforcement and Security"
38.75,"Blank",2935,2,6,4593,2,"3","Mastercard","Experienced","Management"
122.75,"Blank",2232,2,9,9452,2,"3","Visa","Experienced","Transportation and Distribution"
1.95,"Blank",1458,1,3,1326,3,"3","Visa","Student","Customer Service"
8.7,"Blank",2183,1,4,5016,8,"3","Visa","Manager","Management"
177.7,"Blank",2779,1,5,1770,9,"4","Visa","Student","Retail"
37.9,"Blank",2865,1,9,1924,25,"3","Visa","Executive","Business"
41.75,"Blank",1908,2,1,1895,1,"3","Mastercard","Experienced","Accounting and Finance"
41.75,"Blank",2275,2,2,2316,2,"3","Visa","Experienced","Nursing"
142.75,"Blank",1530,1,8,894,13,"3","Visa","Experienced","Business"
73.85,"Blank",2359,1,3,2265,13,"10","Visa","Experienced","Transportation and Distribution"
1.95,"Blank",2195,4,6,906,2,"3","Visa","Experienced","Engineering"
199.95,"Blank",2187,2,5,2082,5,"3","Mastercard","Experienced","Management"
1.95,"Blank",1316,1,2,2587,1,"3","Visa","Entry Level","Social Sciences"
1.95,"Blank",2237,3,6,1547,2,"8","Visa","Student","Business"
10.75,"Blank",2542,5,12,2950,12,"13","Visa","Student","Education and Training"
1.95,"Blank",1505,1,2,3241,2,"3","Visa","Experienced","Community and Public Service"
73.85,"Blank",1542,1,11,620,19,"6","Visa","Experienced","Skilled Trades"
2.95,"Blank",2404,1,2,1734,1,"3","Mastercard","Student","Business"
37.9,"Blank",1605,1,5,1736,1,"3","Visa","Entry Level","Nursing"
1.95,"Blank",1687,1,6,915,2,"3","Visa","Student","Science"
